ID	LAST_SCAN_DATE	NAME	MONSTER_CLASS	POWER_LEVEL	TRAINER	MELEE_ATTACK	DEF_CRUSHING	DEF_SLASHING	DEF_PIERCING	DEF_FIRE	DEF_COLD	DEF_ELEC	DEF_WIND	DEF_HOLY	DEF_DARK	DEF_SOUL	DEF_VOID	DEBUFFS_AFFECTED
46822	2020-10-10T14:00:45.823Z	Mantra 64	GIANT	1809	Mantra64	CRUSHING	25	0	-25	34	34	0	6	55	55			TURBULENT_AIR, IMPERILED
47353	2020-10-12T05:04:08.946Z	Anal Avenger	UNDEAD	1698	Angaver	SLASHING	25	0	25	25	68	68	68	25	68			
47391	2020-10-15T05:40:20.696Z	Klaus	MECHANOID	1519	piyin	PIERCING	0	25	25	29	29	0	31	64	50			TURBULENT_AIR, IMPERILED
48666	2020-10-11T15:32:43.142Z	Clochette Vertfeuille	SPRITE	1560	Chaisy	SLASHING	-25	0	25	31	31	31	31	66	21			IMPERILED
49159	2020-10-11T16:33:50.255Z	Oyakodon	GIANT	1750	Sushilicious	CRUSHING	25	0	-25	34	33	6	6	55	55			IMPERILED
49160	2020-10-10T16:35:36.585Z	Tiramisu	SPRITE	1750	Sushilicious	PIERCING	-25	0	25	33	34	34	34	69	27			IMPERILED
49161	2020-10-11T02:29:57.161Z	Dim Sum	REPTILIAN	1750	Sushilicious	PIERCING	25	25	0	34	0	34	20	55	53			IMPERILED
49162	2020-10-10T10:57:15.819Z	Kimchii	ARTHROPOD	1750	Sushilicious	PIERCING	-25	25	0	34	6	34	34	53	55			IMPERILED
49163	2020-10-10T10:59:35.620Z	Korean Bbq	BEAST	1750	Sushilicious	PIERCING	25	0	0	6	34	0	33	55	55			TURBULENT_AIR, IMPERILED
49164	2020-10-11T03:48:40.239Z	Hot Sauce	GIANT	1750	Sushilicious	CRUSHING	25	0	-25	34	34	4	6	55	55			IMPERILED
49603	2020-10-12T16:06:55.326Z	Titanklinge	MECHANOID	1560	Uncle Stu	PIERCING	0	25	25	66	66	21	66	66	51			
49734	2020-10-12T04:37:36.524Z	I Fear Wind	ELEMENTAL	1601	gc00018	ELEC	-25	0	-25	66	66	67	66	67	67			
49746	2020-10-10T22:39:10.196Z	I Fear Axe	GIANT	1603	gc00018	CRUSHING	25	0	-25	32	32	3	3	52	52			IMPERILED
49747	2020-10-14T23:36:04.223Z	I Fear Club	GIANT	1603	gc00018	CRUSHING	25	0	-25	32	32	0	3	52	52			TURBULENT_AIR, IMPERILED
49748	2020-10-14T05:32:43.918Z	I Fear Dagger	GIANT	1603	gc00018	CRUSHING	25	0	-25	32	32	0	3	52	52			TURBULENT_AIR, IMPERILED
49750	2020-10-14T22:58:33.216Z	I Fear Shortsword	GIANT	1603	gc00018	CRUSHING	25	0	-25	32	32	3	3	52	52			IMPERILED
49752	2020-10-11T03:48:39.353Z	I Fear Estoc	GIANT	1603	gc00018	CRUSHING	25	0	-25	32	32	3	3	52	52			IMPERILED
50259	2020-10-12T04:50:04.542Z	Shalana Of The Starlight Eyes	CELESTIAL	1809	Mantra64	SLASHING	-25	-25	-25	34	34	34	34	69	27			IMPERILED
50317	2020-10-12T15:37:34.889Z	Mehisha	CELESTIAL	1698	ace_amuro	CRUSHING	-25	-25	-25	33	33	33	33	68	25			IMPERILED
50681	2020-10-09T22:24:08.853Z	Algorithmic Turbulence	MECHANOID	1750	Sushilicious	PIERCING	0	25	25	34	33	0	34	69	55			TURBULENT_AIR, IMPERILED
50689	2020-10-10T22:16:32.445Z	Dead Bird Walking	AVION	1750	Sushilicious	PIERCING	0	0	25	39	55	69	27	55	55			
50746	2020-10-10T21:44:30.699Z	Meluem	ARTHROPOD	1750	Sushilicious	CRUSHING	-25	25	0	69	41	69	69	55	53			
50747	2020-10-11T02:55:29.613Z	Chimera Ant	ARTHROPOD	1750	Sushilicious	PIERCING	-25	25	0	34	6	34	34	53	55			IMPERILED
50824	2020-10-09T22:09:35.444Z	Menthuthuyoupi	ARTHROPOD	1750	Sushilicious	CRUSHING	-25	25	0	34	6	34	33	55	55			IMPERILED
50825	2020-10-11T00:37:34.912Z	Shaiapouf	ARTHROPOD	1750	Sushilicious	PIERCING	-25	25	0	34	6	33	34	55	55			IMPERILED
51010	2020-10-09T21:41:02.282Z	Neferipitou	ARTHROPOD	1750	Sushilicious	PIERCING	-25	25	0	34	4	9	34	55	55			TURBULENT_AIR, IMPERILED
51020	2020-10-10T21:32:11.473Z	Ggnore	BEAST	1750	Sushilicious	PIERCING	25	0	0	4	34	0	34	55	55			TURBULENT_AIR, IMPERILED
51409	2020-10-10T11:13:22.186Z	Unobtanium	MECHANOID	1750	Sushilicious	PIERCING	0	25	25	34	34	0	34	69	53			IMPERILED
51410	2020-10-10T22:16:48.218Z	Artosis	HUMANOID	1750	Sushilicious	PIERCING	0	0	0	55	55	55	55	53	41			
51411	2020-10-11T16:08:29.388Z	Tasteless	HUMANOID	1750	Sushilicious	PIERCING	0	0	0	20	20	20	18	55	41			IMPERILED
51418	2020-10-10T21:57:09.994Z	Tastosis	GIANT	1750	Sushilicious	CRUSHING	25	0	-25	69	69	39	41	55	55			
51602	2020-10-09T22:25:41.087Z	Birdey	AVION	2059	Koaen	SLASHING	0	0	25	15	27	15	2	62	62			TURBULENT_AIR, IMPERILED
52224	2020-10-13T13:10:01.889Z	Kirininshi	HUMANOID	1560	SoraNoAki	PIERCING	0	0	0	51	51	51	51	51	36			
52230	2020-10-09T22:05:28.006Z	Thunderaan	ELEMENTAL	1698	danixxx	ELEC	-25	0	-25	33	33	33	33	68	68			IMPERILED
52862	2020-10-09T21:35:28.693Z	Kodou Yuki	ARTHROPOD	2250	HTTP/308	CRUSHING	-25	25	0	40	15	40	40	62	62			IMPERILED
53640	2020-10-10T21:45:32.324Z	Firaja	ELEMENTAL	1750	Sushilicious	FIRE	-25	0	-25	34	33	34	34	69	69			IMPERILED
53641	2020-10-10T14:42:39.256Z	Dark Firaga	ELEMENTAL	1750	Sushilicious	FIRE	-25	0	-25	33	34	34	34	69	69			IMPERILED
53642	2020-10-12T16:45:14.475Z	Hell Firaga	ELEMENTAL	1750	Sushilicious	FIRE	-25	0	-25	34	34	34	34	69	68			IMPERILED
53643	2020-10-10T16:37:04.119Z	Tri-fire	ELEMENTAL	1750	Sushilicious	FIRE	-25	0	-25	34	34	34	34	68	69			IMPERILED
53644	2020-10-10T14:39:58.977Z	Blizzara	ELEMENTAL	1750	Sushilicious	COLD	-25	0	-25	69	69	69	68	69	69			
53645	2020-10-10T14:29:17.121Z	Blizzaga	ELEMENTAL	1750	Sushilicious	COLD	-25	0	-25	34	34	33	34	69	69			IMPERILED
53646	2020-10-10T11:25:48.988Z	Blizzaja	ELEMENTAL	1750	Sushilicious	COLD	-25	0	-25	34	33	9	34	69	69			TURBULENT_AIR, IMPERILED
53647	2020-10-10T16:38:57.070Z	Thundara	ELEMENTAL	1750	Sushilicious	ELEC	-25	0	-25	33	34	34	34	69	69			TURBULENT_AIR, IMPERILED
53648	2020-10-10T10:54:45.406Z	Thundaga	ELEMENTAL	1750	Sushilicious	ELEC	-25	0	-25	34	34	34	34	69	68			IMPERILED
53649	2020-10-10T18:03:08.529Z	Thundaja	ELEMENTAL	1750	Sushilicious	ELEC	-25	0	-25	34	34	34	34	68	69			IMPERILED
53715	2020-10-10T14:37:02.983Z	Tri-thundaga	ELEMENTAL	1750	Sushilicious	ELEC	-25	0	-25	69	69	69	68	69	69			
53717	2020-10-10T17:41:16.909Z	Aerora	ELEMENTAL	1723	Sushilicious	WIND	-25	0	-25	34	34	33	34	69	69			IMPERILED
53720	2020-10-10T13:48:01.275Z	Aeroga	ELEMENTAL	1723	Sushilicious	WIND	-25	0	-25	34	33	34	34	69	69			IMPERILED
53721	2020-10-11T01:07:10.972Z	Aeroja	ELEMENTAL	1750	Sushilicious	WIND	-25	0	-25	33	34	34	34	69	69			IMPERILED
53751	2020-10-10T22:39:09.431Z	Kizuna Ai	GIANT	1628	Holy Bunny	CRUSHING	25	0	-25	30	31	0	1	50	51			TURBULENT_AIR, IMPERILED
54660	2020-10-12T16:48:43.302Z	Spermatank	GIANT	1590	labiskvi	CRUSHING	25	0	-25	67	67	38	38	52	52			
55081	2020-10-14T23:34:04.838Z	The Twilight Samurai	DRAGONKIN	1590	treesloth	PIERCING	25	25	0	32	0	7	3	52	52			TURBULENT_AIR, IMPERILED
56275	2020-10-12T05:03:32.476Z	Takanashirikka	GIANT	1590	TurendoT	CRUSHING	25	0	-25	32	32	0	3	52	52			TURBULENT_AIR, IMPERILED
56607	2020-10-09T21:38:29.177Z	Ushijima 1129	UNDEAD	2250	Thira	CRUSHING	25	0	25	2	40	15	40	37	75			TURBULENT_AIR, IMPERILED
57288	2020-10-10T21:55:47.630Z	Hanazawa Kana	CELESTIAL	1500	mfs5vnut32	SLASHING	-25	-25	-25	65	65	66	66	66	21			
57825	2020-10-09T21:39:31.902Z	Midnightpass	BEAST	2250	MidNightPass	PIERCING	25	0	0	50	75	37	75	62	62			TURBULENT_AIR
58937	2020-10-13T02:00:10.782Z	Phyrexian Dreadnought	MECHANOID	1668	treesloth	SLASHING	0	25	25	32	32	0	32	67	52			IMPERILED
59092	2020-10-10T11:18:07.637Z	Lady Vashj	REPTILIAN	1698	danixxx	PIERCING	25	25	0	33	0	33	18	53	53			IMPERILED
60163	2020-10-10T21:52:27.238Z	Horsemen Of The Apocalypse	BEAST	1590	treesloth	PIERCING	25	0	0	3	32	0	32	52	52			IMPERILED
60722	2020-10-09T21:36:14.711Z	Tsukiko Tsutsukakushi	SPRITE	2250	StonyCat	PIERCING	-25	0	25	40	40	40	40	75	37			IMPERILED
60877	2020-10-16T02:12:11.478Z	Ciry	SPRITE	1500	mfs5vnut32	PIERCING	-25	0	25	30	30	31	31	66	21			TURBULENT_AIR, IMPERILED
61351	2020-10-10T21:54:21.736Z	Patchwerk	UNDEAD	1698	danixxx	CRUSHING	25	0	25	0	33	33	33	25	68			IMPERILED
62874	2020-10-10T10:52:35.845Z	Charmix Bloom	SPRITE	1809	Mantra64	PIERCING	-25	0	25	34	34	34	34	69	27			IMPERILED
63001	2020-10-10T12:10:43.329Z	In Memorabilia Of F U 2	ELEMENTAL	1590	safmy	ELEC	-25	0	-25	32	32	32	32	67	67			IMPERILED
63623	2020-10-15T16:26:46.438Z	Silver Surfer	CELESTIAL	1642	treesloth	CRUSHING	-25	-25	-25	32	32	32	32	67	23			IMPERILED
64964	2020-10-09T21:35:38.709Z	Alicia Florence	CELESTIAL	1728	Alicia Florence	CRUSHING	-25	-25	-25	34	34	34	34	69	27			IMPERILED
68469	2020-10-09T21:33:47.180Z	E-stark	UNDEAD	1728	e-Stark	SLASHING	25	0	25	0	34	9	34	27	69			TURBULENT_AIR, IMPERILED
68761	2020-10-09T21:40:32.414Z	Where Do I Not Fear	GIANT	1804	gc00018	CRUSHING	25	0	-25	35	35	7	9	56	56			IMPERILED
69121	2020-10-09T22:13:04.508Z	Shinobu	CELESTIAL	1983	Amiya	CRUSHING	-25	-25	-25	37	37	12	37	72	32			TURBULENT_AIR, IMPERILED
70341	2020-10-10T13:39:59.488Z	Mini Mechazawa	MECHANOID	1778	EsotericSatire	SLASHING	0	25	25	37	37	0	37	72	58			IMPERILED
70443	2020-10-09T21:36:33.851Z	Coronavirus	BEAST	2250	fihero	SLASHING	25	0	0	15	40	27	40	62	62			IMPERILED
70492	2020-10-11T03:51:25.333Z	Rin Tohsaka B77-w57-h80	DRAGONKIN	1560	Lin Setsu A	PIERCING	25	25	0	31	0	6	1	51	51			TURBULENT_AIR, IMPERILED
70699	2020-10-09T21:45:12.958Z	Hong Meiling My Wife	GIANT	2250	Dreamophobia	CRUSHING	25	0	-25	40	40	15	15	62	62			IMPERILED
70929	2020-10-14T05:32:45.144Z	Saki Rukino Sep-4 Type-a	GIANT	1560	Lin Setsu A	CRUSHING	25	0	-25	31	31	1	1	51	51			IMPERILED
71177	2020-10-16T00:07:01.179Z	Bigboss	MECHANOID	1608	december08	SLASHING	0	25	25	32	32	0	32	68	52			TURBULENT_AIR, IMPERILED
71404	2020-10-09T21:33:51.615Z	Mishima Reika	CELESTIAL	2250	kamio11	SLASHING	-25	-25	-25	40	40	15	40	75	37			TURBULENT_AIR, IMPERILED
72165	2020-10-10T10:53:31.763Z	Yawgmoth	DAIMON	1590	treesloth	PIERCING	-25	-25	-25	32	32	32	32	23	67			IMPERILED
72667	2020-10-10T11:14:40.530Z	Aoi Nagisa	SPRITE	1818	kamio11	PIERCING	-25	0	25	37	37	37	37	72	32			IMPERILED
72668	2020-10-10T13:47:52.329Z	Hanazono Shizuma	SPRITE	1818	kamio11	PIERCING	-25	0	25	37	37	37	12	72	32			FREEZING_LIMBS, IMPERILED
72670	2020-10-10T22:30:30.062Z	Konohana Hikari	SPRITE	1698	kamio11	PIERCING	-25	0	25	33	33	33	33	68	25			IMPERILED
72673	2020-10-11T03:18:12.481Z	Otori Amane	SPRITE	1698	kamio11	SLASHING	-25	0	25	68	68	68	68	68	25			
72902	2020-10-09T21:39:25.347Z	Minamoto Chikaru	SPRITE	1698	kamio11	SLASHING	-25	0	25	33	33	33	33	68	25			IMPERILED
72904	2020-10-11T03:38:34.989Z	Suzumi Tamao	SPRITE	1698	kamio11	PIERCING	-25	0	25	68	68	68	68	68	25			
72905	2020-10-10T21:31:07.724Z	Nanto Yaya	SPRITE	1698	kamio11	SLASHING	-25	0	25	33	33	33	33	68	25			IMPERILED
73795	2020-10-10T21:47:44.507Z	Birdinfinite	GIANT	1833	东三雪碧	CRUSHING	25	0	-25	32	32	3	3	52	52			IMPERILED
76844	2020-10-10T11:46:55.151Z	Stinger	ARTHROPOD	1698	Mantra64	PIERCING	-25	25	0	33	4	8	33	53	53			TURBULENT_AIR, IMPERILED
77665	2020-10-11T15:16:49.656Z	Jarany	HUMANOID	1698	moanim	PIERCING	0	0	0	18	18	18	18	53	39			IMPERILED
77781	2020-10-10T13:57:01.825Z	In Memory Of Dark Mages	GIANT	1802	gc00018	CRUSHING	25	0	-25	34	34	7	7	56	56			IMPERILED
78633	2020-10-13T06:28:48.917Z	In Memory Of Dark Mages Mkii	ARTHROPOD	1605	gc00018	CRUSHING	-25	25	0	33	4	7	32	53	52			TURBULENT_AIR, IMPERILED
78702	2020-10-12T04:52:42.390Z	Moanim	GIANT	1698	moanim	CRUSHING	25	0	-25	68	68	39	39	53	53			TURBULENT_AIR
78985	2020-10-10T11:46:07.566Z	Juggernaut Santa	DRAGONKIN	1698	Juggernaut Santa	PIERCING	25	25	0	68	25	68	39	53	53			TURBULENT_AIR
79510	2020-10-14T19:01:24.924Z	In Memory Of Dark Mages Mk2s	GIANT	1605	gc00018	CRUSHING	25	0	-25	68	67	38	39	53	52			
79673	2020-10-09T22:22:41.240Z	Erina Olegovna Aveen	GIANT	1728	Alicia Florence	CRUSHING	25	0	-25	34	34	0	6	55	55			TURBULENT_AIR, IMPERILED
80338	2020-10-11T02:58:02.209Z	Credit Card Bill	SPRITE	1698	moanim	PIERCING	-25	0	25	33	33	8	33	68	25			TURBULENT_AIR, IMPERILED
80454	2020-10-10T10:55:56.405Z	Dont Be Evil	MECHANOID	1698	moanim	SLASHING	0	25	25	33	33	0	33	68	53			IMPERILED
81209	2020-10-13T06:16:48.375Z	Vapr	CELESTIAL	1603	MidNightPass	CRUSHING	-25	-25	-25	32	32	32	32	67	23			IMPERILED
81459	2020-10-11T00:39:58.139Z	Do Not Magic	SPRITE	1703	Nero-Arc	PIERCING	-25	0	25	33	34	33	33	68	25			IMPERILED
82473	2020-10-13T12:48:36.877Z	Sad Panda	GIANT	1698	moanim	CRUSHING	25	0	-25	68	68	39	39	53	53			
82769	2020-10-09T21:45:33.137Z	Bleeding Squirrel	CELESTIAL	1698	moanim	SLASHING	-25	-25	-25	33	33	33	33	68	25			IMPERILED
82887	2020-10-14T13:20:00.459Z	In Memory Of Dark Mages Mk3	GIANT	1605	gc00018	CRUSHING	25	0	-25	32	32	0	4	52	53			TURBULENT_AIR, IMPERILED
82970	2020-10-10T13:47:27.006Z	Heartunder Blade	DAIMON	1856	lord of dao	PIERCING	-25	-25	-25	36	36	36	36	30	71			IMPERILED
83217	2020-10-14T18:38:42.382Z	Dig Bick	MECHANOID	1560	jackalo	PIERCING	0	25	25	31	31	0	31	66	51			IMPERILED
83605	2020-10-12T00:32:11.790Z	So Week	ELEMENTAL	1703	Nero-Arc	WIND	-25	0	-25	33	33	33	33	69	68			IMPERILED
84030	2020-10-10T11:33:22.413Z	In Memory Of Dark Mages Z	ARTHROPOD	1801	gc00018	PIERCING	-25	25	0	34	6	34	34	56	55			IMPERILED
84097	2020-10-12T04:14:52.030Z	Womanizer	CELESTIAL	1698	moanim	SLASHING	-25	-25	-25	68	68	43	68	68	25			TURBULENT_AIR
84098	2020-10-11T03:47:43.964Z	Bae Rina	GIANT	1698	moanim	CRUSHING	25	0	-25	33	33	4	4	53	53			IMPERILED
84169	2020-10-11T16:52:16.472Z	Will Of Universe	DRAGONKIN	1698	moanim	CRUSHING	25	25	0	33	0	33	4	53	53			IMPERILED
84192	2020-10-09T21:49:53.751Z	Some Holy	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	0	33	8	33	25	68			TURBULENT_AIR, IMPERILED
84317	2020-10-12T15:05:21.026Z	Fire Now	UNDEAD	1703	Nero-Arc	CRUSHING	25	0	25	0	33	8	33	25	68			TURBULENT_AIR, IMPERILED
84318	2020-10-09T21:45:32.730Z	Some Happ	UNDEAD	1718	Nero-Arc	SLASHING	25	0	25	0	33	34	33	27	69			IMPERILED
84319	2020-10-14T14:48:38.641Z	Some Time	UNDEAD	1698	Nero-Arc	SLASHING	25	0	25	0	33	33	33	25	68			IMPERILED
84320	2020-10-09T22:24:39.870Z	Some Elec	UNDEAD	1698	Nero-Arc	SLASHING	25	0	25	0	33	33	33	25	68			IMPERILED
84584	2020-10-09T22:19:19.459Z	Arya Stark	MECHANOID	2250	biborobi	PIERCING	0	25	25	40	40	2	40	75	62			IMPERILED
84802	2020-10-13T18:32:05.306Z	Asuna The Whore	MECHANOID	1698	moanim	PIERCING	0	25	25	33	33	0	33	68	53			IMPERILED
84803	2020-10-10T21:48:20.010Z	Panama Esmeralda Palmyra	MECHANOID	1698	moanim	PIERCING	0	25	25	68	68	25	68	68	53			
84804	2020-10-10T11:08:40.645Z	Panama Esmeralda Geisha	UNDEAD	1698	moanim	CRUSHING	25	0	25	25	68	43	68	25	68			TURBULENT_AIR
85186	2020-10-12T05:01:12.556Z	Some Dark	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	0	33	33	33	25	68			IMPERILED
85305	2020-10-09T21:50:56.273Z	Some Cold	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	0	33	8	33	25	68			TURBULENT_AIR, IMPERILED
85388	2020-10-10T13:48:46.534Z	Drizzt	CELESTIAL	1698	moanim	SLASHING	-25	-25	-25	33	33	8	33	68	25			TURBULENT_AIR, IMPERILED
85389	2020-10-09T22:24:28.843Z	Twisted Rem	CELESTIAL	1698	moanim	SLASHING	-25	-25	-25	33	33	8	33	68	25			TURBULENT_AIR, IMPERILED
85432	2020-10-12T04:52:19.211Z	Some Fire	UNDEAD	1698	Nero-Arc	SLASHING	25	0	25	0	33	33	33	25	68			IMPERILED
85536	2020-10-10T14:36:35.500Z	Some Weed	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	0	33	33	33	25	68			IMPERILED
85589	2020-10-12T05:02:08.027Z	Childie Sharp	UNDEAD	1698	moanim	CRUSHING	25	0	25	0	33	8	33	25	68			TURBULENT_AIR, IMPERILED
85590	2020-10-10T18:00:28.617Z	Panama Elida Geisha	GIANT	1698	moanim	CRUSHING	25	0	-25	33	33	4	4	53	53			IMPERILED
85612	2020-10-09T22:23:15.891Z	Some Glass	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	0	33	33	33	25	68			IMPERILED
85715	2020-10-09T21:35:55.029Z	Some Extent	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	0	33	8	33	25	68			TURBULENT_AIR, IMPERILED
85815	2020-10-11T16:50:59.335Z	Some Range	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	0	33	33	33	25	68			IMPERILED
85845	2020-10-12T03:51:00.586Z	The Disaster Moon	DAIMON	1698	moanim	SLASHING	-25	-25	-25	33	33	8	33	25	68			TURBULENT_AIR, IMPERILED
85846	2020-10-09T22:23:48.054Z	Great Mantis	REPTILIAN	1698	moanim	PIERCING	25	25	0	33	0	8	18	53	53			TURBULENT_AIR, IMPERILED
85908	2020-10-11T16:03:42.249Z	Some Scope	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	0	33	33	33	25	68			IMPERILED
85960	2020-10-15T16:26:16.732Z	In Memory Of Dark Mages Pdwd	ARTHROPOD	1604	gc00018	PIERCING	-25	25	0	66	36	66	66	52	51			
85983	2020-10-10T13:38:10.575Z	Some Room	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	0	33	33	33	25	68			TURBULENT_AIR, IMPERILED
86073	2020-10-10T11:43:09.299Z	Any Time	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	0	33	33	33	25	68			IMPERILED
86222	2020-10-10T21:31:09.248Z	Dead Man	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	0	33	8	33	25	68			TURBULENT_AIR, IMPERILED
86372	2020-10-10T21:53:07.699Z	Dead Time	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	25	68	68	68	25	68			
86522	2020-10-10T16:35:30.068Z	Ether Drake	SPRITE	1698	moanim	PIERCING	-25	0	25	33	33	33	33	68	25			IMPERILED
86523	2020-10-12T04:56:21.381Z	Ethiopia Chelchelle Natural	UNDEAD	1698	moanim	CRUSHING	25	0	25	0	33	33	33	25	68			IMPERILED
86533	2020-10-10T11:45:21.277Z	Im Week	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	0	33	33	33	25	68			IMPERILED
86805	2020-10-10T16:37:03.717Z	More Chaos	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	0	33	8	33	25	68			TURBULENT_AIR, IMPERILED
86806	2020-10-10T16:37:25.375Z	More Token	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	25	68	68	68	25	68			
86838	2020-10-10T21:30:54.775Z	Shadowcat001	GIANT	1839	morineko	CRUSHING	25	0	-25	35	35	7	7	56	56			IMPERILED
86882	2020-10-10T11:48:42.175Z	Ethiopia Koke Natural	BEAST	1698	moanim	SLASHING	25	0	0	4	33	0	33	53	53			TURBULENT_AIR, IMPERILED
86883	2020-10-10T10:52:29.277Z	Ethiopia Yirgacheffe Aricha	ELEMENTAL	1698	moanim	WIND	-25	0	-25	33	33	33	33	68	68			IMPERILED
87058	2020-10-09T22:09:35.842Z	Shadowcat002	GIANT	1839	morineko	CRUSHING	25	0	-25	35	35	7	7	56	56			IMPERILED
87063	2020-10-10T11:42:26.649Z	Choujikuu Yousai Macross	MECHANOID	1698	Basara Nekki	SLASHING	0	25	25	33	33	0	33	68	53			TURBULENT_AIR, IMPERILED
87118	2020-10-10T13:48:31.645Z	Shadowcat003	GIANT	1839	morineko	CRUSHING	25	0	-25	35	35	7	7	56	56			TURBULENT_AIR, IMPERILED
87175	2020-10-12T16:08:41.775Z	More Stock	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	25	68	68	68	25	68			
87184	2020-10-10T14:22:46.870Z	Shadowcat004	ARTHROPOD	1839	morineko	PIERCING	-25	25	0	35	7	35	35	56	56			IMPERILED
87185	2020-10-10T17:13:53.997Z	Shadowcat005	ARTHROPOD	1839	morineko	PIERCING	-25	25	0	35	7	10	35	56	56			TURBULENT_AIR, IMPERILED
87219	2020-10-15T16:17:27.930Z	In Memory Of Dark Mages Mk3lt	GIANT	1605	gc00018	CRUSHING	25	0	-25	33	32	4	4	52	52			IMPERILED
87262	2020-10-13T12:46:18.656Z	Kill Me Now	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	0	33	33	33	25	68			IMPERILED
87278	2020-10-10T11:33:23.855Z	Shadowcat006	ARTHROPOD	1839	morineko	PIERCING	-25	25	0	35	7	35	35	56	56			IMPERILED
87280	2020-10-09T22:26:46.439Z	Shadowcat007	ARTHROPOD	1839	morineko	PIERCING	-25	25	0	35	7	35	35	56	56			IMPERILED
87281	2020-10-11T00:38:02.545Z	Shadowcat008	ARTHROPOD	1839	morineko	PIERCING	-25	25	0	35	7	35	35	56	56			IMPERILED
87282	2020-10-09T22:10:16.952Z	Shadowcat009	GIANT	1839	morineko	CRUSHING	25	0	-25	70	70	17	42	56	56			TURBULENT_AIR
87283	2020-10-09T21:36:04.221Z	Shadowcat010	GIANT	1839	morineko	CRUSHING	25	0	-25	35	35	7	7	56	56			IMPERILED
87420	2020-10-10T10:52:08.593Z	Kill Dark	UNDEAD	1698	Nero-Arc	CRUSHING	25	0	25	0	33	33	33	25	68			TURBULENT_AIR, IMPERILED
87423	2020-10-09T21:37:16.906Z	Shadowcat011	ARTHROPOD	1839	morineko	PIERCING	-25	25	0	35	7	35	35	56	56			IMPERILED
87424	2020-10-13T02:36:51.864Z	Shadowcat012	GIANT	1769	morineko	CRUSHING	25	0	-25	34	34	0	6	55	55			TURBULENT_AIR, IMPERILED
87659	2020-10-09T22:11:38.388Z	Shadowcat013	GIANT	1796	morineko	CRUSHING	25	0	-25	69	69	16	41	55	55			TURBULENT_AIR
87660	2020-10-09T21:42:15.497Z	Shadowcat014	ARTHROPOD	1777	morineko	PIERCING	-25	25	0	33	6	9	34	55	55			TURBULENT_AIR, IMPERILED
87814	2020-10-09T22:22:40.453Z	Shadowcat015	AVION	1750	morineko	PIERCING	0	0	25	6	20	9	0	53	55			TURBULENT_AIR, IMPERILED
87815	2020-10-09T22:27:25.188Z	Shadowcat016	BEAST	1750	morineko	PIERCING	25	0	0	41	69	55	69	55	53			
87852	2020-10-09T22:24:08.056Z	Shadowcat017	CELESTIAL	1750	morineko	CRUSHING	-25	-25	-25	33	34	34	34	69	27			IMPERILED
87854	2020-10-11T14:43:59.525Z	Shadowcat018	DAIMON	1750	morineko	PIERCING	-25	-25	-25	69	68	69	69	27	69			
87879	2020-10-09T21:44:05.673Z	Dragon998	DRAGONKIN	1839	warachiasion	CRUSHING	25	25	0	70	28	45	42	56	56			TURBULENT_AIR
87905	2020-10-09T21:53:25.083Z	Loliloli-love	ELEMENTAL	2250	tibus1979	WIND	-25	0	-25	40	40	40	40	75	75			TURBULENT_AIR, IMPERILED
87952	2020-10-09T21:55:34.492Z	Shadowcat019	DRAGONKIN	1750	morineko	PIERCING	25	25	0	34	0	9	6	53	55			TURBULENT_AIR, IMPERILED
87953	2020-10-10T11:18:06.666Z	Shadowcat020	ELEMENTAL	1750	morineko	ELEC	-25	0	-25	34	34	8	34	69	69			TURBULENT_AIR, IMPERILED
88045	2020-10-11T16:41:21.156Z	Shadowcat021	HUMANOID	1750	morineko	CRUSHING	0	0	0	55	55	55	55	55	39			TURBULENT_AIR
88046	2020-10-09T21:42:34.082Z	Shadowcat022	MECHANOID	1750	morineko	PIERCING	0	25	25	33	34	0	34	69	55			TURBULENT_AIR, IMPERILED
88159	2020-10-10T22:14:49.430Z	Cum Captor Sakura	ELEMENTAL	1728	lestion	COLD	-25	0	-25	34	34	34	34	69	69			IMPERILED
88305	2020-10-17T00:47:43.361Z	In Memory Of Dark Mages Mk4	ARTHROPOD	1604	gc00018	PIERCING	-25	25	0	31	3	6	31	51	31			TURBULENT_AIR, IMPERILED
88660	2020-10-12T04:41:00.266Z	Ethiopia Yirgacheffe Qawissa	DRAGONKIN	1698	moanim	PIERCING	25	25	0	68	25	68	39	53	53			
