ID	LAST_SCAN_DATE	NAME	MONSTER_CLASS	POWER_LEVEL	TRAINER	MELEE_ATTACK	DEF_CRUSHING	DEF_SLASHING	DEF_PIERCING	DEF_FIRE	DEF_COLD	DEF_ELEC	DEF_WIND	DEF_HOLY	DEF_DARK	DEF_SOUL	DEF_VOID	DEBUFFS_AFFECTED
93047	2020-11-09T05:31:55.982Z	Shadowcat063	SPRITE	1750	morineko	SLASHING	-25	0	25	29	29	29	29	69	25			IMPERILED
93048	2020-10-10T11:27:52.533Z	Shadowcat064	UNDEAD	1750	morineko	SLASHING	25	0	25	27	69	44	68	27	69			TURBULENT_AIR
93681	2020-10-10T11:05:54.416Z	Shadowcat065	ARTHROPOD	1750	morineko	CRUSHING	-25	25	0	33	6	34	34	55	55			IMPERILED
93682	2020-10-10T13:38:11.390Z	Shadowcat066	AVION	1750	morineko	PIERCING	0	0	25	6	20	9	0	53	55			TURBULENT_AIR, IMPERILED
93865	2020-10-11T03:30:32.095Z	Shadowcat067	BEAST	1750	morineko	SLASHING	25	0	0	6	33	20	34	55	55			IMPERILED
93866	2020-10-10T10:52:35.433Z	Shadowcat068	CELESTIAL	1750	morineko	CRUSHING	-25	-25	-25	34	34	33	34	69	27			IMPERILED
93919	2020-10-27T22:16:47.849Z	Mari Tamaki	BEAST	1431	Chizuru Ichinose	PIERCING	25	0	0	0	24	8	24	48	28			IMPERILED
94164	2020-11-09T13:39:09.120Z	Shadowcat069	DAIMON	1750	morineko	SLASHING	-25	-25	-25	29	29	29	29	27	68			IMPERILED
94165	2020-10-10T10:57:25.223Z	Shadowcat070	DRAGONKIN	1750	morineko	PIERCING	25	25	0	34	0	9	4	55	55			TURBULENT_AIR, IMPERILED
94192	2020-10-20T03:26:02.551Z	Nagi	HUMANOID	1431	Chizuru Ichinose	CRUSHING	0	0	0	8	8	8	8	48	13			IMPERILED
94401	2020-10-23T06:43:57.912Z	Sakurako Kawawa	DAIMON	1431	Chizuru Ichinose	PIERCING	-25	-25	-25	24	24	0	24	18	44			TURBULENT_AIR, IMPERILED
94425	2020-11-08T22:37:30.920Z	Shadowcat071	ELEMENTAL	1750	morineko	ELEC	-25	0	-25	28	29	4	29	69	69			IMPERILED
94426	2020-10-12T05:03:14.118Z	Shadowcat072	GIANT	1750	morineko	CRUSHING	25	0	-25	34	34	6	6	53	55			IMPERILED
94693	2020-10-10T11:30:59.620Z	Shadowcat073	HUMANOID	1750	morineko	CRUSHING	0	0	0	55	53	55	55	55	41			
94694	2020-11-09T04:45:56.817Z	Shadowcat074	MECHANOID	1750	morineko	SLASHING	0	25	25	29	29	0	29	69	55			IMPERILED
94770	2020-10-14T18:03:57.895Z	Shameimaru Aya	HUMANOID	1614	J.L.	SLASHING	0	0	0	27	27	27	27	62	50			IMPERILED
94875	2020-10-10T16:38:28.759Z	Shadowcat075	REPTILIAN	1750	morineko	PIERCING	25	25	0	34	0	34	20	55	53			IMPERILED
94876	2020-10-10T11:38:35.925Z	Shadowcat076	SPRITE	1752	morineko	SLASHING	-25	0	25	34	34	35	34	69	28			IMPERILED
95005	2020-10-17T07:59:41.238Z	Natsuko Nikaidou	SPRITE	1455	Chizuru Ichinose	PIERCING	-25	0	25	30	30	30	30	65	0			IMPERILED
95327	2020-11-09T04:43:54.030Z	Darksoul	GIANT	2033	LittleSnowBoy	CRUSHING	25	0	-25	35	35	10	10	62	62			IMPERILED
95589	2020-11-09T05:37:28.874Z	Shadowcat077	UNDEAD	1752	morineko	SLASHING	25	0	25	0	30	29	29	28	69			IMPERILED
95590	2020-10-09T22:25:06.647Z	Shadowcat078	ARTHROPOD	1752	morineko	CRUSHING	-25	25	0	70	41	69	70	55	55			
95905	2020-10-09T21:55:07.805Z	Shadowcat079	AVION	1752	morineko	SLASHING	0	0	25	6	20	35	0	55	56			IMPERILED
95906	2020-10-10T21:47:21.571Z	Shadowcat080	BEAST	1752	morineko	SLASHING	25	0	0	6	35	0	34	56	55			TURBULENT_AIR, IMPERILED
96228	2020-11-09T04:09:11.537Z	Tsunashi Kaoru	HUMANOID	2250	another planet	SLASHING	0	0	0	22	22	0	22	62	50			TURBULENT_AIR, IMPERILED
96538	2020-10-10T21:39:54.116Z	Shadowcat081	CELESTIAL	1752	morineko	SLASHING	-25	-25	-25	35	34	34	35	69	27			IMPERILED
96539	2020-10-11T02:49:26.305Z	Shadowcat082	DAIMON	1752	morineko	SLASHING	-25	-25	-25	69	69	70	69	27	70			
96769	2020-10-10T13:50:00.824Z	Shadowcat083	DRAGONKIN	1752	morineko	CRUSHING	25	25	0	34	0	34	6	56	55			IMPERILED
96770	2020-10-10T14:44:46.268Z	Shadowcat084	ELEMENTAL	1752	morineko	ELEC	-25	0	-25	35	34	34	35	69	69			IMPERILED
96848	2020-10-21T17:06:57.186Z	Satonaka Amane	DRAGONKIN	1560	moanim	CRUSHING	25	25	0	26	0	26	0	51	31			TURBULENT_AIR, IMPERILED
96849	2020-10-19T12:43:06.860Z	Sone Miyuki	ARTHROPOD	1560	moanim	CRUSHING	-25	25	0	31	1	31	31	51	31			IMPERILED
96954	2020-10-10T13:39:02.273Z	Shadowcat085	GIANT	1752	morineko	CRUSHING	25	0	-25	34	34	7	6	55	56			IMPERILED
96955	2020-10-12T16:42:27.726Z	Shadowcat086	HUMANOID	1752	morineko	SLASHING	0	0	0	20	21	20	20	56	41			TURBULENT_AIR, IMPERILED
97183	2020-11-09T13:35:36.831Z	Shadowcat087	MECHANOID	1752	morineko	PIERCING	0	25	25	30	29	0	30	69	55			IMPERILED
97184	2020-11-09T13:19:53.735Z	Shadowcat088	REPTILIAN	1752	morineko	PIERCING	25	25	0	29	0	5	15	55	56			TURBULENT_AIR, IMPERILED
97334	2020-10-10T21:59:45.636Z	Shadowcat089	SPRITE	1752	morineko	SLASHING	-25	0	25	34	35	9	34	70	27			IMPERILED
97335	2020-10-11T02:52:47.754Z	Shadowcat090	UNDEAD	1752	morineko	CRUSHING	25	0	25	0	34	34	35	27	69			TURBULENT_AIR, IMPERILED
97476	2020-10-11T02:55:30.019Z	Shadowcat091	ARTHROPOD	1752	morineko	CRUSHING	-25	25	0	69	41	70	69	55	56			
97477	2020-10-10T14:41:45.240Z	Shadowcat092	AVION	1752	morineko	SLASHING	0	0	25	41	56	44	27	56	55			TURBULENT_AIR
97591	2020-10-09T21:43:18.025Z	Shadowcat093	BEAST	1752	morineko	SLASHING	25	0	0	7	34	20	35	55	55			IMPERILED
97592	2020-10-10T10:54:37.255Z	Shadowcat094	CELESTIAL	1752	morineko	SLASHING	-25	-25	-25	34	34	35	34	69	28			IMPERILED
97715	2020-10-11T03:48:22.500Z	Shadowcat095	DAIMON	1752	morineko	SLASHING	-25	-25	-25	34	35	34	34	28	69			IMPERILED
97716	2020-11-09T04:16:18.102Z	Shadowcat096	DRAGONKIN	1752	morineko	CRUSHING	25	25	0	30	0	29	2	55	55			IMPERILED
97730	2020-10-11T16:50:37.877Z	Xiaozhan Love You	GIANT	1728	這是蘆葦	CRUSHING	25	0	-25	69	69	41	41	55	55			
97803	2020-10-10T10:55:56.797Z	Shadowcat097	ELEMENTAL	1752	morineko	ELEC	-25	0	-25	34	34	35	34	69	70			IMPERILED
97804	2020-11-09T04:51:55.101Z	Shadowcat098	GIANT	1752	morineko	CRUSHING	25	0	-25	29	30	0	0	56	55			FREEZING_LIMBS, IMPERILED
97978	2020-10-10T17:15:50.757Z	Shadowcat099	HUMANOID	1752	morineko	PIERCING	0	0	0	56	55	55	56	55	41			
97979	2020-10-09T22:15:07.314Z	Shadowcat100	MECHANOID	1752	morineko	PIERCING	0	25	25	34	34	0	34	69	56			TURBULENT_AIR, IMPERILED
98170	2020-10-09T22:23:49.678Z	Shadowcat101	REPTILIAN	1752	morineko	SLASHING	25	25	0	34	0	34	20	56	55			IMPERILED
98172	2020-10-10T21:57:50.463Z	Shadowcat102	SPRITE	1752	morineko	SLASHING	-25	0	25	35	34	34	35	69	27			IMPERILED
98364	2020-10-13T18:34:39.353Z	Shadowcat103	UNDEAD	1752	morineko	CRUSHING	25	0	25	27	69	70	69	27	70			
98365	2020-10-10T14:04:53.009Z	Shadowcat104	ARTHROPOD	1752	morineko	PIERCING	-25	25	0	34	7	9	34	56	55			TURBULENT_AIR, IMPERILED
98462	2020-10-10T17:31:22.449Z	Shadowcat105	AVION	1752	morineko	SLASHING	0	0	25	7	20	34	0	55	55			IMPERILED
98463	2020-11-09T04:47:48.015Z	Shadowcat106	BEAST	1750	morineko	PIERCING	25	0	0	0	29	15	28	55	55			DEEP_BURNS, IMPERILED
98576	2020-10-17T19:41:26.705Z	Shadowcat107	CELESTIAL	1750	morineko	SLASHING	-25	-25	-25	33	34	9	34	69	7			TURBULENT_AIR, IMPERILED
98577	2020-11-09T04:12:37.828Z	Shadowcat108	DAIMON	1750	morineko	SLASHING	-25	-25	-25	29	29	4	29	25	69			TURBULENT_AIR, IMPERILED
98703	2020-11-08T21:59:56.368Z	Shadowcat109	DRAGONKIN	1750	morineko	PIERCING	25	25	0	29	0	4	0	55	55			TURBULENT_AIR, FREEZING_LIMBS, IMPERILED
98704	2020-11-09T04:48:50.791Z	Shadowcat110	ELEMENTAL	1750	morineko	ELEC	-25	0	-25	29	29	3	29	69	69			TURBULENT_AIR, IMPERILED
98912	2020-10-11T02:33:42.632Z	Shadowcat111	GIANT	1750	morineko	CRUSHING	25	0	-25	34	34	6	4	55	55			TURBULENT_AIR, IMPERILED
98913	2020-10-11T02:53:28.897Z	Shadowcat112	HUMANOID	1750	morineko	SLASHING	0	0	0	18	20	0	20	55	41			TURBULENT_AIR, IMPERILED
98964	2020-10-09T21:51:32.621Z	Shadowcat113	MECHANOID	1750	morineko	PIERCING	0	25	25	34	34	0	34	69	53			IMPERILED
98965	2020-10-10T22:23:27.679Z	Shadowcat114	REPTILIAN	1750	morineko	SLASHING	25	25	0	69	27	44	55	53	55			TURBULENT_AIR
99125	2020-10-10T11:07:36.769Z	Shadowcat115	SPRITE	1750	morineko	SLASHING	-25	0	25	69	68	69	69	69	27			
99126	2020-11-09T05:13:29.097Z	Shadowcat116	UNDEAD	1750	morineko	SLASHING	25	0	25	0	29	28	29	27	69			IMPERILED
99148	2020-10-19T23:23:42.681Z	Yonomori Benio	UNDEAD	1605	Holy Bunny	CRUSHING	25	0	25	0	27	28	27	25	47			IMPERILED
99263	2020-10-09T22:21:36.404Z	Shadowcat117	ARTHROPOD	1750	morineko	CRUSHING	-25	25	0	33	6	34	34	55	55			IMPERILED
99264	2020-10-09T21:48:16.057Z	Shadowcat118	AVION	1750	morineko	PIERCING	0	0	25	6	20	34	0	55	55			IMPERILED
99363	2020-11-08T22:06:32.489Z	Shadowcat119	BEAST	1750	morineko	SLASHING	25	0	0	0	29	15	29	30	53			BLUNTED_ATTACK, DEEP_BURNS, IMPERILED
99364	2020-10-10T13:47:19.618Z	Shadowcat120	CELESTIAL	1750	morineko	SLASHING	-25	-25	-25	34	34	34	34	68	27			IMPERILED
99676	2020-11-09T05:27:23.447Z	Shadowcat121	DAIMON	1750	morineko	SLASHING	-25	-25	-25	29	28	29	29	27	69			IMPERILED
99677	2020-10-10T12:09:43.304Z	Shadowcat122	DRAGONKIN	1750	morineko	CRUSHING	25	25	0	69	27	43	41	55	55			TURBULENT_AIR
99886	2020-10-10T10:54:45.004Z	Shadowcat123	ELEMENTAL	1750	morineko	ELEC	-25	0	-25	34	34	9	33	69	69			TURBULENT_AIR, IMPERILED
99887	2020-10-10T12:07:43.177Z	Shadowcat124	GIANT	1750	morineko	CRUSHING	25	0	-25	33	34	0	6	55	55			IMPERILED
100022	2020-10-09T22:27:47.807Z	Shadowcat125	HUMANOID	1750	morineko	SLASHING	0	0	0	20	20	20	20	55	39			IMPERILED
100023	2020-11-08T22:29:31.907Z	Shadowcat126	MECHANOID	1750	morineko	PIERCING	0	25	25	29	28	0	29	69	55			TURBULENT_AIR, IMPERILED
100059	2020-10-16T09:54:21.677Z	Sybilla	UNDEAD	1560	kii9999	CRUSHING	25	0	25	0	31	6	31	21	46			TURBULENT_AIR, IMPERILED
100155	2020-11-09T05:12:03.999Z	Shadowcat127	REPTILIAN	1750	morineko	PIERCING	25	25	0	29	0	29	15	53	55			IMPERILED
100156	2020-10-10T11:28:41.621Z	Shadowcat128	SPRITE	1750	morineko	PIERCING	-25	0	25	34	34	33	34	69	27			IMPERILED
100292	2020-10-10T21:45:59.148Z	Shadowcat129	UNDEAD	1750	morineko	SLASHING	25	0	25	0	34	34	33	27	69			IMPERILED
100293	2020-10-10T12:44:45.619Z	Shadowcat130	ARTHROPOD	1750	morineko	CRUSHING	-25	25	0	34	6	34	34	55	53			IMPERILED
100396	2020-10-11T14:30:05.569Z	Shadowcat131	AVION	1750	morineko	SLASHING	0	0	25	41	53	69	27	55	55			
100398	2020-11-09T04:45:10.270Z	Shadowcat132	BEAST	1750	morineko	PIERCING	25	0	0	0	29	15	29	55	55			IMPERILED
100615	2020-11-08T22:23:05.668Z	Demonic Willow Staff	DAIMON	2250	sssss2	PIERCING	-25	-25	-25	35	35	35	35	37	75			IMPERILED
100617	2020-11-08T21:56:51.308Z	Hallowed Oak Staff	DRAGONKIN	2250	sssss2	CRUSHING	25	25	0	35	0	35	10	62	62			IMPERILED
100618	2020-11-08T22:13:53.893Z	Arctic Redwood Staff	GIANT	2250	sssss2	CRUSHING	25	0	-25	35	35	0	10	62	62			TURBULENT_AIR, IMPERILED
100656	2020-11-08T21:51:29.384Z	Shocking Willow Staff	MECHANOID	2250	sssss2	SLASHING	0	25	25	35	35	0	35	75	62			IMPERILED
100673	2020-10-10T21:46:46.197Z	Shadowcat133	CELESTIAL	1750	morineko	SLASHING	-25	-25	-25	69	69	44	69	68	27			TURBULENT_AIR
100674	2020-10-10T13:39:28.644Z	Shadowcat134	DAIMON	1750	morineko	PIERCING	-25	-25	-25	34	34	33	34	27	69			IMPERILED
100788	2020-10-09T21:52:50.089Z	Shadowcat135	DRAGONKIN	1750	morineko	PIERCING	25	25	0	69	27	69	39	55	55			
100789	2020-10-10T22:24:36.318Z	Shadowcat136	ELEMENTAL	1693	morineko	ELEC	-25	0	-25	33	33	8	33	68	67			TURBULENT_AIR, IMPERILED
101017	2020-10-15T21:03:28.910Z	Shadowcat137	GIANT	1750	morineko	CRUSHING	25	0	-25	33	34	0	6	55	55			TURBULENT_AIR, IMPERILED
101018	2020-10-12T19:40:12.572Z	Shadowcat138	HUMANOID	1730	morineko	SLASHING	0	0	0	55	53	53	53	53	39			
101082	2020-11-08T22:19:20.963Z	Tempestuous Willow Staff	GIANT	2250	sssss2	CRUSHING	25	0	-25	35	35	0	10	62	62			TURBULENT_AIR, IMPERILED
101215	2020-10-19T12:34:20.254Z	Shadowcat139	MECHANOID	1658	morineko	SLASHING	0	25	25	32	32	0	32	66	32			TURBULENT_AIR, IMPERILED
101216	2020-10-22T02:28:28.402Z	Shadowcat140	REPTILIAN	1750	morineko	PIERCING	25	25	0	29	0	3	15	55	35			TURBULENT_AIR, IMPERILED
101328	2020-10-21T16:10:41.612Z	Shadowcat141	SPRITE	1658	morineko	PIERCING	-25	0	25	27	27	2	26	67	1			TURBULENT_AIR, IMPERILED
101329	2020-10-18T16:38:37.785Z	Shadowcat142	UNDEAD	1560	morineko	CRUSHING	25	0	25	0	31	6	31	21	46			TURBULENT_AIR, IMPERILED
101331	2020-11-09T03:55:44.169Z	Ethereal Katana	GIANT	2250	sssss2	CRUSHING	25	0	-25	35	35	0	10	62	62			TURBULENT_AIR, IMPERILED
101471	2020-10-23T14:31:03.217Z	Shadowcat143	ARTHROPOD	1560	morineko	CRUSHING	-25	25	0	26	0	26	26	51	31			IMPERILED
101472	2020-10-11T03:15:57.719Z	Shadowcat144	AVION	1560	morineko	PIERCING	0	0	25	36	51	66	21	51	51			
101613	2020-10-28T13:41:04.541Z	Shadowcat145	BEAST	1560	morineko	PIERCING	25	0	0	0	26	0	26	51	31			TURBULENT_AIR, IMPERILED
101615	2020-11-08T22:32:57.577Z	Hallowed Rapier	DRAGONKIN	2250	sssss2	PIERCING	25	25	0	35	0	35	10	62	62			IMPERILED
101907	2020-11-08T22:09:12.181Z	Ethereal Wakizashi	MECHANOID	2250	sssss2	SLASHING	0	25	25	35	35	0	35	75	62			IMPERILED
102158	2020-11-09T04:45:57.624Z	Savage Power	MECHANOID	2250	sssss2	SLASHING	0	25	25	35	35	0	35	75	62			TURBULENT_AIR, IMPERILED
102495	2020-11-01T23:10:03.054Z	Corbusier	GIANT	1530	lord of dao	CRUSHING	25	0	-25	25	25	0	0	50	50			TURBULENT_AIR, IMPERILED
102616	2020-11-08T21:50:25.301Z	Radiant Phase	DRAGONKIN	2250	sssss2	PIERCING	25	25	0	35	0	35	10	62	62			IMPERILED
102913	2020-11-08T21:58:01.153Z	King Marien	CELESTIAL	2250	EsotericSatire	CRUSHING	-25	-25	-25	35	35	35	35	75	37			IMPERILED
103024	2020-11-08T21:58:52.791Z	Charged Cotton	ELEMENTAL	2250	sssss2	COLD	-25	0	-25	35	35	35	35	75	75			IMPERILED
103294	2020-11-08T22:30:02.907Z	Savage Shade	CELESTIAL	2250	sssss2	CRUSHING	-25	-25	-25	35	35	35	35	75	37			IMPERILED
103620	2020-10-27T19:59:14.484Z	Shadowcat148	DRAGONKIN	1560	morineko	CRUSHING	25	25	0	26	0	26	0	51	31			IMPERILED
103655	2020-11-08T22:29:32.392Z	Zircon Force Shield	CELESTIAL	2250	sssss2	CRUSHING	-25	-25	-25	35	35	35	35	75	37			IMPERILED
103807	2020-11-08T22:30:03.429Z	Noel The Celestial	CELESTIAL	2250	StonyCat	SLASHING	-25	-25	-25	35	35	35	35	75	37			IMPERILED
103995	2020-11-08T21:56:25.714Z	Charged Phase	CELESTIAL	2250	sssss2	CRUSHING	-25	-25	-25	35	35	35	35	75	37			IMPERILED
104043	2020-10-18T16:06:04.888Z	Shadowcat151	HUMANOID	1560	morineko	SLASHING	0	0	0	16	16	0	16	51	16			TURBULENT_AIR, IMPERILED
104044	2020-10-17T21:56:05.631Z	Shadowcat152	MECHANOID	1560	morineko	PIERCING	0	25	25	31	31	0	31	66	31			IMPERILED
104270	2020-10-11T15:09:22.609Z	Shadowcat153	REPTILIAN	1560	morineko	SLASHING	25	25	0	31	0	31	16	51	51			IMPERILED
104323	2020-11-08T21:52:01.507Z	Karma Thanks	ARTHROPOD	2250	NerfThis	PIERCING	-25	25	0	35	10	35	35	62	62			TURBULENT_AIR, IMPERILED
104437	2020-10-22T01:50:38.842Z	Shadowcat155	UNDEAD	1560	morineko	CRUSHING	25	0	25	0	26	26	26	21	46			IMPERILED
104477	2020-11-09T05:31:44.288Z	Fiery Redwood Staff	ELEMENTAL	2250	sssss2	FIRE	-25	0	-25	35	35	35	35	75	75			TURBULENT_AIR, IMPERILED
104646	2020-10-23T13:40:01.610Z	Shadowcat158	BEAST	1560	morineko	SLASHING	25	0	0	0	26	11	26	51	31			TURBULENT_AIR, IMPERILED
104792	2020-10-10T13:50:08.534Z	Pet Wenis	UNDEAD	1560	jackalo	SLASHING	25	0	25	0	31	31	31	21	66			IMPERILED
104865	2020-11-08T21:47:33.382Z	Demonic Shortsword	ELEMENTAL	2250	sssss2	WIND	-25	0	-25	35	35	35	35	75	75			IMPERILED
104867	2020-11-05T03:07:04.980Z	Shadowcat159	CELESTIAL	1560	morineko	CRUSHING	-25	-25	-25	26	26	1	26	66	21			TURBULENT_AIR, IMPERILED
104868	2020-10-23T14:46:38.143Z	Shadowcat160	DAIMON	1560	morineko	PIERCING	-25	-25	-25	26	26	26	26	21	46			IMPERILED
105074	2020-10-09T21:41:29.438Z	Shadowcat162	ELEMENTAL	1560	morineko	WIND	-25	0	-25	31	31	6	31	66	66			TURBULENT_AIR, IMPERILED
105307	2020-10-31T18:46:36.090Z	Shadowcat164	HUMANOID	1560	morineko	PIERCING	0	0	0	11	11	11	11	51	36			IMPERILED
105380	2020-11-08T21:57:25.852Z	Agile Shade	GIANT	2250	sssss2	CRUSHING	25	0	-25	35	35	0	10	62	62			TURBULENT_AIR, IMPERILED
105559	2020-10-21T03:41:56.497Z	Shadowcat165	MECHANOID	1560	morineko	PIERCING	0	25	25	26	26	0	26	66	31			IMPERILED
105560	2020-10-17T20:37:09.863Z	Shadowcat166	REPTILIAN	1560	morineko	SLASHING	25	25	0	31	0	6	16	51	31			TURBULENT_AIR, IMPERILED
105951	2020-11-08T22:34:13.436Z	Shielding Plate	GIANT	2250	sssss2	CRUSHING	25	0	-25	35	35	0	10	62	62			TURBULENT_AIR, IMPERILED
106219	2020-10-12T04:49:41.972Z	Shadowcat169	ARTHROPOD	1560	morineko	PIERCING	-25	25	0	31	1	6	31	51	51			TURBULENT_AIR, IMPERILED
106220	2020-10-10T18:01:54.917Z	Shadowcat170	AVION	1560	morineko	SLASHING	0	0	25	36	51	66	21	51	51			
106228	2020-10-13T20:27:23.970Z	Quixote	HUMANOID	1615	MidNightPass	PIERCING	0	0	0	18	18	0	17	53	39			TURBULENT_AIR, IMPERILED
106229	2020-10-12T16:05:15.548Z	Tv3d	HUMANOID	1620	MidNightPass	PIERCING	0	0	0	53	53	28	53	53	39			TURBULENT_AIR
106230	2020-10-11T03:47:32.106Z	Porcelain	HUMANOID	1615	MidNightPass	PIERCING	0	0	0	18	18	18	17	53	39			TURBULENT_AIR, IMPERILED
106231	2020-10-15T14:19:25.797Z	Luxx	HUMANOID	1615	MidNightPass	PIERCING	0	0	0	18	18	18	17	53	39			IMPERILED
106232	2020-10-13T06:42:05.013Z	Serpentine	HUMANOID	1600	MidNightPass	PIERCING	0	0	0	52	52	52	53	53	38			TURBULENT_AIR
106233	2020-10-18T01:17:09.143Z	Draconian	REPTILIAN	1603	MidNightPass	PIERCING	25	25	0	32	0	7	17	52	32			TURBULENT_AIR, IMPERILED
106234	2020-10-13T20:30:02.772Z	Grinders	REPTILIAN	1603	MidNightPass	PIERCING	25	25	0	32	0	7	17	52	52			TURBULENT_AIR, IMPERILED
106235	2020-10-10T21:53:50.305Z	Memento	REPTILIAN	1603	MidNightPass	PIERCING	25	25	0	67	23	67	52	52	52			
106236	2020-10-16T00:06:48.785Z	Tenebre Nero	REPTILIAN	1603	MidNightPass	PIERCING	25	25	0	67	23	67	52	52	52			
106237	2020-10-10T22:13:05.299Z	Cadenza	REPTILIAN	1638	MidNightPass	PIERCING	25	25	0	66	21	66	51	51	51			
106437	2020-10-17T21:05:54.032Z	Shadowcat171	BEAST	1560	morineko	PIERCING	25	0	0	1	31	16	31	51	31			IMPERILED
106492	2020-11-08T21:51:10.260Z	Reinforced Buckler	GIANT	2250	sssss2	CRUSHING	25	0	-25	35	35	10	10	62	62			IMPERILED
106667	2020-11-07T16:41:08.810Z	Shadowcat173	DAIMON	1560	morineko	PIERCING	-25	-25	-25	26	26	1	26	21	66			TURBULENT_AIR, IMPERILED
106668	2020-11-06T23:41:43.417Z	Shadowcat174	DRAGONKIN	1560	morineko	CRUSHING	25	25	0	26	0	26	0	51	51			TURBULENT_AIR, IMPERILED
107065	2020-10-09T22:23:58.285Z	Molten Giant	GIANT	1723	Sushilicious	CRUSHING	25	0	-25	34	34	0	6	55	53			TURBULENT_AIR, IMPERILED
107066	2020-10-10T17:04:10.429Z	Lava Giant	GIANT	1723	Sushilicious	CRUSHING	25	0	-25	34	34	0	6	53	55			TURBULENT_AIR, IMPERILED
107067	2020-10-10T22:18:37.218Z	Luminous Giant	GIANT	1723	Sushilicious	CRUSHING	25	0	-25	34	34	6	4	55	55			IMPERILED
107130	2020-10-18T05:48:09.352Z	Machi Amayadori	MECHANOID	1515	hayate hisakawa	PIERCING	0	25	25	32	32	0	32	67	32			TURBULENT_AIR, IMPERILED
107132	2020-10-10T14:04:08.552Z	Futaba Anzu	DRAGONKIN	1698	hayate hisakawa	CRUSHING	25	25	0	33	0	33	4	53	53			IMPERILED
107160	2020-11-09T04:46:29.938Z	Ethereal Longsword	DRAGONKIN	2250	sssss2	CRUSHING	25	25	0	35	0	10	10	62	62			TURBULENT_AIR, IMPERILED
107309	2020-10-10T13:37:53.140Z	Twilight Giant	GIANT	1723	Sushilicious	CRUSHING	25	0	-25	34	34	4	6	55	55			TURBULENT_AIR, IMPERILED
107535	2020-10-11T15:16:49.261Z	Diamond Giant	GIANT	1723	Sushilicious	CRUSHING	25	0	-25	34	33	6	6	55	55			IMPERILED
107537	2020-10-09T21:42:15.936Z	Emerald Giant	GIANT	1723	Sushilicious	CRUSHING	25	0	-25	33	34	0	6	55	55			TURBULENT_AIR, IMPERILED
107698	2020-10-16T19:53:50.477Z	Shadowcat179	REPTILIAN	1560	morineko	SLASHING	25	25	0	31	0	31	16	51	31			IMPERILED
107699	2020-10-26T04:30:01.188Z	Shadowcat180	SPRITE	1560	morineko	SLASHING	-25	0	25	26	26	1	26	66	1			TURBULENT_AIR, IMPERILED
107912	2020-10-16T08:50:49.154Z	Maryann Ortiz	DRAGONKIN	1528	sssss2	PIERCING	25	25	0	32	0	31	1	51	31			TURBULENT_AIR, IMPERILED
107929	2020-10-26T04:55:31.153Z	Shadowcat181	UNDEAD	1560	morineko	SLASHING	25	0	25	0	26	26	26	21	46			IMPERILED
107988	2020-10-12T20:14:37.037Z	Colossus Titan	GIANT	1703	Sushilicious	CRUSHING	25	0	-25	34	33	4	4	53	53			IMPERILED
107989	2020-10-13T18:35:17.457Z	Rogue Titan	GIANT	1703	Sushilicious	CRUSHING	25	0	-25	68	69	39	39	53	53			
108250	2020-10-30T15:28:25.768Z	Shadowcat183	AVION	1560	morineko	SLASHING	0	0	25	0	11	26	0	51	51			IMPERILED
108251	2020-10-27T22:16:46.889Z	Shadowcat184	BEAST	1560	morineko	PIERCING	25	0	0	0	26	11	26	51	31			IMPERILED
108278	2020-10-11T16:50:52.323Z	Tetrapod Platinum Dora	ARTHROPOD	1580	sehokila	CRUSHING	-25	25	0	31	3	6	32	52	52			TURBULENT_AIR, IMPERILED
108404	2020-10-23T17:31:11.867Z	Leigh Simmons	DRAGONKIN	1528	sssss2	PIERCING	25	25	0	26	0	1	0	51	31			TURBULENT_AIR, IMPERILED
108410	2020-11-09T14:09:25.151Z	Hymenoptera	ARTHROPOD	1703	Sushilicious	CRUSHING	-25	25	0	28	0	29	28	53	53			IMPERILED
108411	2020-10-09T21:57:43.568Z	Tribolium	ARTHROPOD	1703	Sushilicious	PIERCING	-25	25	0	33	4	8	34	53	53			TURBULENT_AIR, IMPERILED
108525	2020-11-01T04:33:36.871Z	Shadowcat185	CELESTIAL	1560	morineko	CRUSHING	-25	-25	-25	26	26	26	26	66	21			IMPERILED
108526	2020-10-17T08:06:40.683Z	Shadowcat186	DAIMON	1560	morineko	PIERCING	-25	-25	-25	31	31	31	31	21	46			IMPERILED
108770	2020-10-16T08:57:37.557Z	Shadowcat187	DRAGONKIN	1560	morineko	PIERCING	25	25	0	66	21	66	36	51	51			
108827	2020-10-13T06:35:59.801Z	King Kittan	MECHANOID	1638	Sapo84	PIERCING	0	25	25	31	31	0	31	66	51			IMPERILED
108875	2020-10-14T21:55:23.357Z	Glitch	BEAST	1608	MidNightPass	PIERCING	25	0	0	0	30	15	30	50	50			IMPERILED
108876	2020-10-10T13:48:09.445Z	Noc	BEAST	1622	MidNightPass	PIERCING	25	0	0	0	30	15	30	50	50			IMPERILED
109008	2020-10-12T20:09:24.687Z	Cecidomyiidae	ARTHROPOD	1703	Sushilicious	PIERCING	-25	25	0	33	4	33	33	55	53			IMPERILED
109009	2020-10-09T21:46:55.414Z	Otiorhynchus	ARTHROPOD	1703	Sushilicious	CRUSHING	-25	25	0	33	4	33	33	53	55			IMPERILED
